gene_id	gene_name	Nac_oxy_1	Nac_oxy_2	Nac_oxy_3	Nac_oxy_4	Nac_oxy_5	Nac_oxy_6	Nac_oxy_7	Nac_oxy_8	Nac_Sal_1	Nac_Sal_2	Nac_Sal_3	Nac_Sal_4	Nac_Sal_5	Nac_Sal_6	Nac_Sal_7	Nac_Sal_8
ENSMUSG00000085694	Gm14967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085695	Gm15243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000085696	Hoxaas3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085698	Gm16022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085699	Gm14298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085700	Hbb-bh0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085701	Gm12968	0	1	3	2	0	0	0	1	0	0	0	0	0	3	0	1
ENSMUSG00000085702	Mecomos	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000085704	4921531C22Rik	4	27	30	37	11	34	17	20	17	33	3	56	25	41	8	28
ENSMUSG00000085705	Gm16046	4	1	2	5	3	0	3	5	7	3	0	5	4	2	1	3
ENSMUSG00000085706	Gm9428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085707	Gm12212	0	4	0	0	0	1	0	4	6	0	0	2	1	0	0	0
ENSMUSG00000085708	Gm16063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085709	Gm14211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000085710	Gm12676	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085711	Gm15163	0	5.284	3.107	2.061	0	1.018	1.031	0	0	3.038	0	6.124	1.009	5.087	0	2.169
ENSMUSG00000085712	Gm15124	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085713	Gm15736	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085714	Gm13008	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085715	Tsix	0	6	2	7	1	0	4.413	5	0	6	4	3	1	3.259	0	2
ENSMUSG00000085716	Gm13388	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0
ENSMUSG00000085717	Hmgb4os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085718	Rpl9-ps3	0	1	2	0	1	0	0	2	0	0	0	4.001	0	0	1	0
ENSMUSG00000085719	4933424L21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085720	Gm7854	11	32	7	14	12	14	11	21	33	22	6	29	10	27	8	30
ENSMUSG00000085721	Gm12796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085722	Gm4916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085723	Gm15915	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000085724	Gm13096	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000085725	Gm15873	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0
ENSMUSG00000085728	Gm14339	0	0	0	1	0	0	0	0	0	0	0	0	0	8	0	0
ENSMUSG00000085730	Gm13307	4	1	4	2.5	1	0	2	0	1	2	0	1	1.098	2	0	0
ENSMUSG00000085731	Gm16229	0	0	1	0	0	0	0	2	0	0	7.821	2	0	1	4.092	0
ENSMUSG00000085732	Gm4279	0	1	1	0	0	0	4	2	0	0	0	1	0	0	2	0
ENSMUSG00000085733	Arhgap27os1	0	9	0	3	2	1	6	7	6	5	0	15	3	6	0	8
ENSMUSG00000085734	Gm11684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085735	Mettl5os	1	3	1	1	1	1	3	2	1	0	0	3	2	0	0	0
ENSMUSG00000085737	Gm13442	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ENSMUSG00000085738	Gm12335	0	0	0	1	0	0	0	0	0	0	0	0	0	1.083	0	2.369
ENSMUSG00000085739	Gm15862	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	1
ENSMUSG00000085740	4930505K14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085741	5430405H02Rik	24	51	55.001	47	36	53	51.999	61.001	45	47	7.034	65	45.999	85	2	57
ENSMUSG00000085742	Gm13536	0	1	2	0	0	0	0	0	0	0	0	2	2	0	0	0
ENSMUSG00000085743	8430419K02Rik	3	0	0	3	1	0	0	0	4	4	0	0	3	0	2	4
ENSMUSG00000085744	Gm12259	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085745	Gm14372	0	0	0	0	0	0	0	0	0	0	3	0	1	0	2	0
ENSMUSG00000085747	Slc13a2os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085748	Gm12280	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085749	Gm12843	3	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0
ENSMUSG00000085750	Gm14009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085751	Gm15412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ENSMUSG00000085753	Gm16131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085754	Gm15886	3	1	0	0	0	0	0	0	0	4	4.829	1	0	0	4.034	0
ENSMUSG00000085755	Gm13496	0	2	0	0	0	0	0	0	0	0	0	4	0	4	0	0
ENSMUSG00000085756	Gm15279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085757	1700019B21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085759	1700061E18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085760	Gm14302	0	0	2	0	0	0	1	0	0	0	0	1	0	1	0	0
ENSMUSG00000085761	4930455G09Rik	0	0	2	0	0	3	0	2	0	4	0	5	1	1	0	2
ENSMUSG00000085762	Lrrc75aos2	5	12	15	4	3	0	4	1	3	6	0	11	7	16	1	12
ENSMUSG00000085763	Smc2os	4	4	6	2	1	9	4	0	4	1	5	3	1	3	0	9
ENSMUSG00000085765	Gm12333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085766	2810430I11Rik	0	0	1	0	0	0	0	0	1	0	0	2	0	1	0	0
ENSMUSG00000085767	Gm13563	1	14.003	17	3	5	9	7	11	19	11	1	14	4	51	1.01	12
ENSMUSG00000085768	Gm13707	3	0	0	2	0	0	0	0	0	2	0	0	1	0	0	0
ENSMUSG00000085770	Gm11381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085771	C230066G23Rik	0	1	2	4	0	0	6	1	0	4	0	0	5	2	0	0
ENSMUSG00000085772	D630024D03Rik	0	3	1	2	2	0	7	1	8	0	0	3	1	4	0	6
ENSMUSG00000085773	Gm16233	0	0	0	0	0	0	0	0	5	0	0	2	1	0	0	0
ENSMUSG00000085774	Gm13055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085775	Gm14364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085776	5430402O13Rik	3	16	13	7	10	19	15	4	4	14	0	15	12	17	1	7
ENSMUSG00000085779	Atcayos	2	0	0	1	1	0	0	0	1	0	4	1	0	0	7	0
ENSMUSG00000085781	Gm15640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085782	Gm15624	11	15	11	21	17	11	26	16	0	12	7	9	33	6	5	10
ENSMUSG00000085783	Gm9816	5.69	18.322	22.647	10.326	4.291	21.204	11.912	10.809	10.531	1.055	2.303	24.894	8.583	22.8	1.045	15.642
ENSMUSG00000085784	Gm12158	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085785	Sox5os3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000085786	Gm15987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085787	Gm13092	2	1.028	0	2	0	0	1	2.38	0	1.035	0	0	0	0	0	0
ENSMUSG00000085788	4930470G03Rik	0	16	8	3	3	9	2	4	21	8	5.804	4	2	11	11.599	7
ENSMUSG00000085790	Gm12729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085791	Rpl30-ps9	6.169	13.787	18.09	7.968	0	0	0	0	6.802	6.731	5.218	0	16.473	4.716	5.923	0
ENSMUSG00000085792	Gm15414	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
ENSMUSG00000085793	Lin52	67	228	224	162	122	213	174	269	210	172	33	329	139	332	43	174
ENSMUSG00000085794	Vax2os	7	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000085795	Zfp703	23	46	32	36	34	17	52	40	18	26	9	34	84	67	20	26
ENSMUSG00000085796	4933406D12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085797	A530010F05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085798	Gm2018	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000085799	Gm6963	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0
ENSMUSG00000085800	1700066O22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085801	1700013N06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085802	Gm16059	0	3	0	0	0	0	0	0	0	0	4	1	1	0	5.153	0
ENSMUSG00000085803	Gm12056	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000085804	Gm12973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085805	Gm14145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085806	Gm12023	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085807	Ube4bos2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085808	Gm14718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085810	Gm16325	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000085811	Cep112os2	3	15	19	20	10	2	16	23	19	28	4	7	20	21	5	4
ENSMUSG00000085812	Gm15843	0	0	0	0	0	0	0	0	1	0	0	1.003	0	0	1.009	0
ENSMUSG00000085813	Gm15870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085815	Gm13548	1	0	0	1	0	5	0	6	0	1	0	0	5	0	1	7
ENSMUSG00000085816	Gm13052	4	10	8	14	8	1	16	4	2	14	0	5	35	3	4	1
ENSMUSG00000085817	Gm12668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085818	Gm13267	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085819	Ube4bos1	0	0	0	0	0	0	0	0	0	0	4.746	0	0	0	7.015	0
ENSMUSG00000085820	4933406K04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085822	Gm15584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085823	Gm13012	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0
ENSMUSG00000085824	Platr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085826	Gm15638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000085827	Gm11290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085828	Gm15612	4	9	14	5	4	13	6	4	14	11	2.595	11	11	12	8.266	8
ENSMUSG00000085829	Gm4285	0	10	6	6	3	0	4	8	0	6	0	9	10	8	1	16
ENSMUSG00000085830	Grin1os	0	8	1	1	2	0	7	2	0	0	16.458	1	1	0	25.82	0
ENSMUSG00000085831	1700003G13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085833	Gm13003	0	1	4	1	0	14	0	2	5	1	2	8	1	0	2	4
ENSMUSG00000085834	Gm15622	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085835	Gm12707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085836	Gm13074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085837	Kcnmb4os2	5	6	2	4	4	10	7	7	0	9	0	4	8	13	3.438	9
ENSMUSG00000085838	Chn1os1	0	19	9	12	3	17	15	15	2	2	35.857	12	9	8	91.079	12
ENSMUSG00000085839	Gm15949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085840	Gm11261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085841	Gm4954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085842	Pard3bos1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000085843	Kank4os	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000085844	Gm11690	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085845	Gm13944	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000085846	Gm15597	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
ENSMUSG00000085847	Gm14540	0	0	0	0	0	0	0	0	0	0	8.998	0	0	0	0	0
ENSMUSG00000085851	4921518K17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085852	Gm13807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085853	Gm12167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085856	Gm12050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085857	Gm15392	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085858	Gm15831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085860	2410003L11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085861	1700016G14Rik	3	1	4	1	3	0	4	0	0	0	0	3	2	1	0	0
ENSMUSG00000085862	Gm13483	2	5	10	5	4	8	5	3	0	17	2	9	2	17	2	10
ENSMUSG00000085863	Gm12801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085864	C330019F10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085865	Gm15966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085866	Gm15218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085867	Gm5834	0	0	0	0	0	0	0	0	0	2	0	0	1.016	0	0	0
ENSMUSG00000085868	Gm13632	1	2	0	0	0	1	0	1	0	2	0	0	2	0	1	0
ENSMUSG00000085869	Gm16079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085870	Gm12829	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ENSMUSG00000085871	Ube2uos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085872	Gm11505	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000085873	Ttc39aos1	1	6	2	4	2	4	0	2	3	6	0	8	9	12	0	8
ENSMUSG00000085875	Gm12905	2	4	4	5	1	0	3	7	3	5	0	2	4	5	0	1
ENSMUSG00000085876	Gm12409	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
ENSMUSG00000085877	Spin2-ps4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085878	Gm12823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085880	Gm15229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085881	Gm15912	0	8	7	5	2	5	13	20	4	5	0	12	4	15	3	4
ENSMUSG00000085882	2610507I01Rik	6	52	48	25	14	49	26	24	51	23	11	81	43	65	4	25
ENSMUSG00000085883	Gm3848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000085884	Gm15342	0	0	0	0	0	0	0	0	0	0	7	0	0	0	4	0
ENSMUSG00000085885	Gm11906	0	2	1	0	0	0	0	0	0	0	0	0	5	0	0	0
ENSMUSG00000085886	D030047H15Rik	0	5	4	0	1	2	4	5	1	1	15.012	1	0	1	12.109	1
ENSMUSG00000085887	Arhgap27os3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000085888	Gm12224	0	0	0	1	0	2	0	2	0	0	2	0	0	1	0	0
ENSMUSG00000085889	1700054M17Rik	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	17
ENSMUSG00000085890	Tnfsf13os	1	0	0	0	0	0	1	0	0	3	0	1	1	0	0	0
ENSMUSG00000085891	Gm14634	2	3	5	6	6	2	11	7	15	8	1	2	9	5	0	0
ENSMUSG00000085892	Gm15339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085893	Gm12091	0	0	0	1.134	2.013	0	2.224	0	0	0	0	1.078	1.133	2.263	0	0
ENSMUSG00000085894	Gm15832	25.075	33.562	28.593	48.364	18.776	28.634	31.218	41.464	33.78	17.872	5.28	58.435	39.287	36.419	3.124	28.126
ENSMUSG00000085895	Gm12861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085896	5330429C05Rik	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSMUSG00000085897	Gm11604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085898	Gm6689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085899	Gm15338	1	1	2	0	1	2	2	0	0	2	0	0	2	0	0	0
ENSMUSG00000085900	A930041C12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085902	Gm12200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085903	Gm15340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085905	Gm14273	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085908	Gm14209	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000085909	Gm11846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085910	Gm12395	0	1	0	3	2	6	9	8	0	1	0	2	10	2	0	0
ENSMUSG00000085911	Gm14061	0	0	1	0	2	10	0	0	7	0	0	1	2	0	0	0
ENSMUSG00000085912	Trp53cor1	0	1	6	7	4	0	3	1	1	5	0	4	1	6	1	5
ENSMUSG00000085913	Gm15601	0	0	0	1	0	0	0	0	0	2	1.488	0	1	0	12.724	0
ENSMUSG00000085914	Gm14320	0	2	1	2	3	0	4	0	12	0	0	1	0	2	0	0
ENSMUSG00000085915	Gm8091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085917	Gm15899	0	0	0	0	0	0	0	0	1.64	0	0	1.032	0	0	0	1.038
ENSMUSG00000085918	Gm13032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085919	Gm16019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085920	Gm12951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085921	Gm13752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085922	Fhad1os2	0	0	0	0	0	0	0	4	0	5	0	0	0	0	0	0
ENSMUSG00000085923	Gm12781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085924	Gm8980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085925	Rtl1	12	66	53	55	51	56	31	36	49	114	89	65	64	191	158	60
ENSMUSG00000085926	Gm12299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085927	Gm15888	0	0	0	0	0	0	0	0	6.089	0	0	0	0	0	0	0
ENSMUSG00000085928	4933427I22Rik	0	2	1	1	0	0	1	2	0	1	0	1	1	0	0	3
ENSMUSG00000085929	Gm13421	0	6	3	3	3	6	0	7	1	2	0	5	0	10	1	6
ENSMUSG00000085931	Gm12648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085932	Gm15556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085933	Tmem61	0	5	0	0	0	0	0	1	4	0	0	0	2	0	0	0
ENSMUSG00000085934	Gm8988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085936	2610307P16Rik	0	7	10	4	2	0	3	2	0	6	0	5	2	0	1	0
ENSMUSG00000085937	Ccdc42os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085938	Gm14371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085939	Cd63-ps	1.08	9.045	4	6.087	1	3	7.288	3	1	5.44	0	7.033	3	7.05	1	4.999
ENSMUSG00000085940	4930405D11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085941	Gm11201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085944	1700003D09Rik	1	4	1	2	2	1	1	0	0	0	16	3	4	0	17.016	1
ENSMUSG00000085945	2310014F06Rik	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0
ENSMUSG00000085946	AA387200	0	1	1	5	0	0	3	8	1	1	0	1	1	3	0	6
ENSMUSG00000085949	Gm14275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085950	Gm13589	1	2	3	0	0	3	0	1	0	2	0	2	0	0	0	3
ENSMUSG00000085951	Gm12145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085952	Gm12315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085953	Gm15496	0	13	8	10	6	14	10	3	5	6	0	17	8	27	0	3
ENSMUSG00000085955	Gm12356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085956	4930481B07Rik	3	4	6	6	1	6	2	1	0	3	3	4	5	7	1	3
ENSMUSG00000085957	Syna	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0
ENSMUSG00000085958	A930019D19Rik	0	1	1	0	0	0	0	0	0	0	0	0	0	0	3	0
ENSMUSG00000085961	Gm15904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000085962	Gm16984	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085965	2310016D23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085966	Gm14368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085967	Gm12530	1	0	1	0	0	0	4	0	0	0	0	0	1	4	0	0
ENSMUSG00000085968	Gm13027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085969	Gm15600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085970	Gm15643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085971	Gm15411	2.078	11.375	12	13	8	1	7.277	2.134	2	4	0	5	6	10	2	6.076
ENSMUSG00000085972	1110028F11Rik	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0
ENSMUSG00000085973	Gm14742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085975	Gm13572	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085976	Gm13816	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000085977	Gm5970	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000085978	Gm15258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085979	Gm12055	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085980	Gm12408	0	2	3	3	3	7	0	4	0	11	0	1	1	27	0	1
ENSMUSG00000085981	Gm11375	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000085982	9530051G07Rik	8	10	20	21	23	22	23	26	5	14	2	20	21	28	2	28
ENSMUSG00000085984	1700001G11Rik	0	1	4	2	3	5	0	0	0	0	0	0	2	1	0	3
ENSMUSG00000085985	Gm11682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085987	Gm13403	6	2	4	5	1	2	2	3	10	7	0	5	2	0	0	0
ENSMUSG00000085989	Gm7437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085990	Gm16731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085991	Gm11479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085992	Gm11515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085993	Gm15905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085995	Gm2788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085996	A830012C17Rik	0	8	2	2	5	7	5	6	3	7	11.054	4	7	7	3	0
ENSMUSG00000085998	AW822252	25.563	48.73	43	56	33.288	47.267	66.915	64.929	70.544	33.158	4	42.122	60.587	74.101	9	49.352
ENSMUSG00000085999	Gm13411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086000	Gm12493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086001	Gm13448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086003	B230206L02Rik	1	7	6	9	14	9	8	9	11	18	0	19.999	6	20	1	12
ENSMUSG00000086004	Gm7805	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000086006	Gm13293	10	27	29	29	17	19	21	40	10	31	7	47	27	52	3	21
ENSMUSG00000086007	1700057H21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086008	Gm8817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086009	4930587A21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086010	Gm15318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086011	Olfr396-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086012	Gm15902	0	0	0	0	0	0	1	3	4	0	0	0	0	0	0	0
