gene_id	gene_name	Sham_oxy_1	Sham_oxy_2	Sham_oxy_3	Sham_oxy_4	Sham_Sal_1	Sham_Sal_2	Sham_Sal_3	Sham_Sal_4	SNI_oxy_1	SNI_oxy_2	SNI_oxy_3	SNI_oxy_4	SNI_Sal_1	SNI_Sal_2	SNI_Sal_3	SNI_Sal_4
ENSMUSG00000059654	Reg1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059657	Stfa2l1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059658	Gm16379	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	1
ENSMUSG00000059659	Gm10069	2	8	9	4	21	8	13	2	6	5	18	3	1	3	4	5.654
ENSMUSG00000059663	4930524N10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059668	Krt4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059669	Taf1b	40	153	114	192	142	214	282	173	161	208	150	109	187	23	134	30
ENSMUSG00000059674	Cdh24	14	13	15	16	19	36	33	28	19	33	25	19	32	10	58	4
ENSMUSG00000059687	Olfr108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059689	Zfp637	51	154	94	307.001	145.999	325	388.001	203	233	276.999	189	142.999	243.001	29	141	37
ENSMUSG00000059690	1700020N15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059695	1700019M22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059706	A830035A12Rik	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059708	Akap17b	93	322	251	454	262	530	537	424	348	477	393	211	464	64	268	86
ENSMUSG00000059713	Rcan3	169	499	436	719	590	1008	1247	673	597	611	611	396	765	78	422	107
ENSMUSG00000059714	Flot1	69	244.999	207.999	363.999	179	477.001	652	343	290	283	318	232.999	358.999	55	240.999	68
ENSMUSG00000059729	Olfr1385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059731	Olfr837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059734	Ndufs8	72	240	172	344	197	503	497	355	396	404	396	167	496	37	230	58
ENSMUSG00000059741	Myl3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000059742	Kcnh7	338.001	350	327	1170	439	737	574.999	307	374.001	439	565	447	722	154	745	255.701
ENSMUSG00000059743	Fdps	75.943	229.916	131.995	441.642	204.718	502.847	599.817	381.702	386.736	312.967	342.972	174.885	347.946	52	211.713	70.99
ENSMUSG00000059751	Rps3a3	0	14.808	1.206	6.79	7.261	3.378	12.787	6.326	7.875	4.369	4.718	1.13	8.81	3.079	6.146	0
ENSMUSG00000059762	Olfr767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059763	Taar2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059768	Olfr682-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059772	Slx1b	36	125.001	67	138	91	207	215	117.001	191	160	110	138	196.001	21	117	20.694
ENSMUSG00000059775	Rps26-ps1	2.155	8.984	1.024	5.138	3.171	9.373	6.781	6.353	8.4	5.841	6.177	2.576	9.319	2.154	2.117	1.027
ENSMUSG00000059776	Gm10071	0	2.522	0	8.216	12.165	8.14	0	0	4.396	0	0	2.302	0	0	6.807	0
ENSMUSG00000059791	Nrm	1	13	8	9	5	12	6	10	14	9	11	10	0	1	6	3
ENSMUSG00000059796	Eif4a1	351.406	1495.748	1094.579	2129.008	1364.739	3214.417	3218.256	2406.049	2320.747	2550.241	2638.119	1432.123	2991.398	267.742	1159.48	576.923
ENSMUSG00000059810	Rgs3	69.999	199.402	138	241.001	184.999	278.498	374	158	200	226	291.622	205.05	221.14	28	191.999	58
ENSMUSG00000059811	Atl2	130	522	375	669	390	1084	815	787	646	712	731	530	859	87	467	154
ENSMUSG00000059816	Fam159a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059820	AU019823	28	113	102	129.999	100	235.001	215	126.327	152	169.999	134	110	161	37	136.667	43
ENSMUSG00000059821	Olfr847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059824	Dbp	224.999	832.999	614	863.999	465	1695.999	1271	1218	1245	1276.999	1101	1009	1143	134.282	665.001	167.687
ENSMUSG00000059827	Gm5670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059830	Gm16380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059832	Kprp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059834	Sclt1	65	234.999	176	315	259	291	372	151.999	263.002	330	279	232.999	255	21	234.999	59
ENSMUSG00000059835	Rpl13-ps3	0	0	0	0	1.097	0	0	0	0	0	0	0	1.077	0	2.439	0
ENSMUSG00000059839	Zfp874b	37.387	128.442	91.376	205.461	99.623	232.501	201.667	93.618	138.094	204.469	143.721	100.966	150.267	25	119.45	35
ENSMUSG00000059842	Zfp341	12	46	21	54	21	73	71	36	49	52	39	60	47	4	62	10
ENSMUSG00000059845	Gm11567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059851	Suv420h2	17.999	53.001	31	33	69	84	107	73	59.001	56	67	73	52	0	45.001	12
ENSMUSG00000059852	Kcng2	5	35	10	21	13	32	35	28	15	17	12	6	17	0	9	5
ENSMUSG00000059854	Hydin	6	12	14	6	55	29	93	7	38	46	15	37	18	6	15	5
ENSMUSG00000059857	Ntng1	184	133	105	592	116	326	296	158.001	198	200	170	126	234	18	116.001	66
ENSMUSG00000059862	Olfr826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059864	Olfr1393	3	16	1.5	10	2	24	11.749	14	9.861	18	6	16.86	7	2	9	2
ENSMUSG00000059866	Tnip2	28	114.999	71	134	142	201.001	345	156.001	187	134	139	128	139	37	98	25
ENSMUSG00000059867	Olfr960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059873	Olfr1029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059874	Olfr603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059877	Dph3b-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059878	Zfp422	50	133.895	81.001	137	116	292	305	205	245	189	134	120	168	13	96	30
ENSMUSG00000059883	Irak4	3	13	8	10	3	15	23	14	9	5	17	15	9	7.394	13	9.209
ENSMUSG00000059887	Olfr1507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059890	Ube4a	232.999	660	403	640	502.001	882	972.999	650.001	683.999	829	850	593.001	836	88	651.001	147
ENSMUSG00000059891	Tsks	0	0	1	0	2	5	2	0	1	6	0	0	5	0	0	0
ENSMUSG00000059895	Ptp4a3	53	156	118	191	129.001	323	274	217	242	175	169	138	303	32	195	22
ENSMUSG00000059897	Zfp930	15	85	67	126	66	160	103	89	79	164	87	81	117	11	75	30
ENSMUSG00000059898	Dsc3	0	2	1	7	6	21	32	12	10	11	5	8	14	6	1	4
ENSMUSG00000059900	Tmem40	0	3	0	6	0	2	8	10	2	1	8	0	2	0	8	2
ENSMUSG00000059901	Adamts14	1	0	0	0	0	0	0	1	6	3	0	1	0	0	0	0
ENSMUSG00000059908	Mug1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059910	Olfr1265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059912	Rpl21-ps6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059920	4930453N24Rik	100	341	220	333	233	619	561	291	383.965	449	358	301	387	56	265	102.96
ENSMUSG00000059921	Unc5c	273	978	526	1294.001	812	1074.999	1386	665	925	1111	998.999	739	1048	122	752	205
ENSMUSG00000059923	Grb2	213	614	416	626.955	534.946	1161.934	1201.98	764	804.001	942.984	974	684.988	927.991	97	596.88	133
ENSMUSG00000059934	Prh1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059939	9430015G10Rik	44	110	136.001	199	151	243	307	158	184	219	137	151.999	215.999	9	119.001	21
ENSMUSG00000059956	Serpinb12	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059964	Olfr119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059970	Hspa2	78	188	179	370	169	521	629	371	442	388	309	216	324	27	174	75
ENSMUSG00000059972	Gm14773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059974	Ntm	260.307	679.042	456.001	1011.546	521.677	1293.621	1195.566	973	785.734	810.509	1083.094	672.143	1136.001	147.001	802.766	180.813
ENSMUSG00000059975	Zfp74	29	150.999	87	208	153	227.999	227.001	152	163	166	96.999	126	168	20	135	24
ENSMUSG00000059981	Taok2	289	995.999	834	1149	842	1904	2238	1289	1261.001	1212	1320.001	1213	1685	142.999	1089.999	236
ENSMUSG00000059991	Nptx2	60	111	115	258	53	366	177	214	150	142	247	145	205	32	145	45
ENSMUSG00000059994	Fcrl1	0	0	1	6	8	4	0	5	1	2	5	9	0	0	0	1
ENSMUSG00000059995	Atxn7l3	336	739	478	1090	584	1810	1549	1221	965.999	1155.001	1140.999	826	1356.999	160	818.999	167.001
ENSMUSG00000059996	Olfr484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060002	Chpt1	151.001	598	415.001	586	388.999	1025.999	837.001	496	501	744	716	441	801.999	92	488	85.001
ENSMUSG00000060012	Kif13b	159	528	452	714	506	931	1225	709	604	567	562	675	823	110	577	75
ENSMUSG00000060017	Olfr121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060019	Gm10073	5.261	34.634	8.104	20.213	15.831	38.367	42.002	28.548	39.427	30.51	27.192	19.768	28.502	6.101	16.003	5.103
ENSMUSG00000060024	Vmn1r213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060029	4930473A02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060030	Olfr317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060032	H2afj	15	92	94	163	133	304	280	198	210	133	159	127	170	22	81	26
ENSMUSG00000060034	Ctf2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060036	Rpl3	1089.775	4605.8	3570.111	5922.476	3762.68	8644.032	10367.444	5951.243	6270.622	5605.691	6336.311	3979.507	6578.372	773.878	3389.497	1560.844
ENSMUSG00000060038	Dhps	19	130	105.999	178	136	298	287	197	228.001	204.001	282.001	103	220	26.949	105	32.024
ENSMUSG00000060044	Tmem26	5	13	12	19	11	18	48	23	16	16	13	22	28	0	6	3
ENSMUSG00000060049	Olfr235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060057	Olfr193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060063	Alox5ap	9	19	5	15	9	30	44	16	26	20	27	10	17	2	11	3
ENSMUSG00000060068	Gm12222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060070	Defa26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060073	Psma3	160.42	682.901	443.965	880.766	525.731	1149.739	1195.92	853.831	934.733	1037.832	739.845	599.67	1078.884	114	526.752	216
ENSMUSG00000060081	Hist1h2aa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060084	Olfr748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060090	Rp2h	67	198	109	190	145	309	303	180	179	230.001	237	124	201	21.001	120	32
ENSMUSG00000060093	Hist1h4a	22.699	53.796	27.511	79.897	60.667	143.704	168.275	83.019	134.288	129.146	126.61	31.877	63.178	5.158	42.011	16.952
ENSMUSG00000060096	Amd-ps3	0	7.024	9.097	11.162	15.001	26.368	22.417	10.513	14.145	18.854	16.521	6.619	12.908	0	6.825	3.688
ENSMUSG00000060098	Prmt7	65	248.999	195	304	251	481	499	334	387.999	384.999	372	216	376.999	65.51	214	48.962
ENSMUSG00000060105	Olfr504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060112	Olfr60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060114	Olfr912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060121	Gemin2	12	34	26.999	54	40	73	86	38	57	69	63	26	21	3	33	5
ENSMUSG00000060126	Tpt1	608.21	1383.983	1052.822	1805.406	1360.25	3118.968	3310.034	2498.11	2023.925	2878.199	3436.813	1637.859	2265.854	243.02	1747.518	486.379
ENSMUSG00000060128	Gm2710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.012	0
ENSMUSG00000060131	Atp8b4	0	1	3	0	0	0	0	0	3	0	0	2	0	0	0	0
ENSMUSG00000060143	Gm10076	47.427	117.819	94.447	197.659	98.96	308.345	276.84	244.623	249.027	201.332	306.261	135.015	157.79	13.438	114.095	49.131
ENSMUSG00000060147	Serpinb6a	59	176.001	136.999	291	199	358.999	438.001	273.001	256.999	290.999	302	172.001	363	19	169.001	86.993
ENSMUSG00000060149	BC002059	22	85	61	143	72.888	113	132	104	101	146.303	115	91	122	22	44	22
ENSMUSG00000060152	Pop5	34.001	129	101.001	267	113	301	286.999	201	254	222.001	198	134	282	19.999	106	44
ENSMUSG00000060161	Klk1b7-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060166	Zdhhc8	176	247	194	332	235	496	523	328	357	262	271	284	314	51	297	87
ENSMUSG00000060170	Olfr1371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060176	Kif27	32	130	83	133	58	258	235	215	154	168	141	122	215	31.996	141	20
ENSMUSG00000060177	Klk1b22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060180	Myh13	0	0	0	0	0	1	0	0	1	0	0	1	4	0	0	0
ENSMUSG00000060181	Slc35e3	65	205	157	232	192	369.478	431	265.589	205	129	205.945	158	238	40	160	37
ENSMUSG00000060183	Cxcl11	0	0	0	0	0	1	0	0	0	0	3	0	0	0	1	0
ENSMUSG00000060187	Lrrc10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060188	Cxcl17	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060198	Gm11353	0	2.798	1.433	8.687	0	5.779	0	4.762	14.716	2.573	0	1.697	13.188	0	2.832	2.76
ENSMUSG00000060201	Spink7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060204	Gm5868	0	0	1.034	4.477	0	1.052	2.031	0	0	1.024	1.054	0	0	0	1.047	0
ENSMUSG00000060205	Olfr57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060206	Zfp462	362	979	736	951.999	863.001	1488.001	1578.001	1184	1130	1201	1080	1022	1238	119	1011	190
ENSMUSG00000060208	Defa17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060212	Pcnxl2	327	787	624	953	533	1357	1257	977.001	860	777	815	800	1020	152	909	207.82
ENSMUSG00000060216	Arrb2	28	121	115	150.001	155	318.001	410	234	184	244	235	138	260	33	103	27.001
ENSMUSG00000060224	Pyroxd2	4	7	8	5	11	12	24	3	8	13	6	15	3	0	8	3
ENSMUSG00000060227	Casc4	310	827	585	914	670	1416.999	1450	819	784.999	1002.001	896	708	912	165	785.001	166
ENSMUSG00000060240	Cend1	190	702	507	1182	699	1866	1560	1405	1073	833	1225	655	1289	115	651	139
ENSMUSG00000060244	Alyref2	3	20	20	24	10	35	67	23	24	14	19	18	17	5.189	10	5.698
ENSMUSG00000060245	Vmn1r228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060254	Olfr980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060256	Tdpoz4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060257	Scrt2	36.042	71	52	37	33	92	53	50	55	48	58	72	55	14	107	20
ENSMUSG00000060260	Pwwp2b	28	132	91	158	63	281	146	157	156	188	243	166	198	9	151	33
ENSMUSG00000060261	Gtf2i	559	1403	1002	1552.002	1188.001	1883.999	2266.001	1452	1513.002	1705	1422	1391.001	1667.001	187.999	1474.999	406
ENSMUSG00000060268	Gm1661	0	0	0	0	0	0	4.548	2	3	3	2	1	0	0	2	0
ENSMUSG00000060275	Nrg2	40	75	55	82	62	123	79	148	123	85	55	91	141	15	105.998	15
ENSMUSG00000060279	Ap2a1	480.999	1426.001	961	1541.868	998.001	2254.999	2420	1816.999	1716.001	1524	1432.001	1390	1744.952	227.806	1632.999	308.436
ENSMUSG00000060284	Sp7	5	30	9	19	35	49	34	16	28	32	26	9	28	3	9	2
ENSMUSG00000060288	Ppih	21.001	49	49	81	25	105	83.999	63	80.824	91	83	63.841	77	7	56	16.325
ENSMUSG00000060301	2610008E11Rik	113	425	357	552	335	681	665	446	484	558	508	355	521	46	300	113
ENSMUSG00000060303	Olfr1447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060311	Mucl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060314	Zfp941	140	605	483	747	615	1035	1465	771	761	899.999	641	450.999	719	106	465	139.001
ENSMUSG00000060317	Acnat2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060332	Tmc2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060335	Olfr384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060336	Zfp937	37.648	139.513	86.882	133.36	80.486	163.822	174.497	114.435	118.767	157.826	152.611	106.212	138.835	31.329	82.723	23.017
ENSMUSG00000060371	Caln1	1484	5745.001	2944.001	4742.001	2311	7234.001	4972.001	6119	5433	6896	6159.001	5510	6237	827	4930.999	543
ENSMUSG00000060373	Hnrnpc	248	816.984	546.996	1062.957	577.535	1816.909	1573.981	1256.902	1031.973	981.959	1078.898	715.836	1432.708	170	654.717	271
ENSMUSG00000060375	3110018I06Rik	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060376	Bckdha	56	224	162	280	209	512	611	342	340	410	395	206	349	37	196	75
ENSMUSG00000060377	Rpl36a-ps1	0	0	0	1.326	1.047	3.926	1.072	0	1.147	1.152	1.174	0	6.589	0	0	0
ENSMUSG00000060380	C030014I23Rik	3	29	14	8	22	29	48	16	14	35	26	14	20	15	13	30
ENSMUSG00000060393	Gm5580	0	0	0	2.008	1.013	0	0	1.002	0	1.001	0	0	1	1	0	0
ENSMUSG00000060397	Zfp128	15	82	60	153	91	194	176	137	107	146	94	74	129	4	74	37
ENSMUSG00000060402	Chst8	19	8	5	72	5	22	17	4	21	9	24	3	18	12	11	12
ENSMUSG00000060404	Olfr1369-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060407	Cyp2a12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060411	Npn2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060412	Tas2r124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060416	Gm839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060417	Gm8603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000060419	Rps16-ps2	4.021	20.206	2.142	14.764	10.863	34.74	37.098	30.762	16.185	2.05	10.441	11.627	12.05	2.204	8.463	4.764
ENSMUSG00000060424	Pantr1	50.001	143	100	257	162.001	349.999	282.999	264.001	298	289	215.001	190	318	36	139.001	57.999
ENSMUSG00000060427	Zfp868	36.684	107.692	76.311	187	131.393	208.683	178.733	140.684	170.091	165.33	145.947	96.875	192	15.656	93.368	48.614
ENSMUSG00000060429	Sntb1	12	37	25.999	37	49	62	93	52	72	58	21	42	78	0	22	3
ENSMUSG00000060438	Rps10-ps1	0	2.003	0	12.07	5.116	6.022	4.017	1.324	3.032	7.71	6.034	1.223	5.024	0	2.948	0
ENSMUSG00000060441	Trim5	6	2	8	0	5	8.921	10.261	13.203	4.117	6	5	8.563	0	4	1	0
ENSMUSG00000060445	Sycp2	13	45	39	54	16	56	38	32	36	62	61	62	65	25	59	17
ENSMUSG00000060450	Rnf14	523	1678	1548.001	2702	1531	3744.001	3763	2390	2320	2641	2435	1504	2732.001	304	1554	567
ENSMUSG00000060459	Kng2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000060461	Dppa5a	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000060467	Gm10080	3.024	3.808	2.442	8.264	2.336	0	9.081	11.991	5.101	4.879	5.097	1.809	5.536	2.047	4.104	2.022
ENSMUSG00000060469	Krtap19-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060470	Adgrg3	0	1	1	5	0	1	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000060475	Wtap	145.019	512.95	336.001	658.965	428.999	960.974	867	626.944	655.965	768.983	651.912	423.001	739	96.925	406.002	158
ENSMUSG00000060477	Irak2	22	109	58	118	47	230.001	181	154	120	146.001	134	104	148	13	86	18
ENSMUSG00000060480	Olfr171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060487	Samd5	22	61	51	53	107	123	163	88	82	79	114	134	118	6	63	8
ENSMUSG00000060490	Vmn1r218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060491	4930522H14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060499	Rpl10l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060503	Olfr715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060508	Nlrp9b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060509	Xcr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000060510	Zfp266	188	711	497	810	441	1307	1184	754	832	1047	943	707	1133	91	607	207
ENSMUSG00000060512	0610040J01Rik	3	18	10	29	15	36	44	19	24	33	16	16	11	0	15	3
ENSMUSG00000060519	Tor3a	7	47	25	56	57	86	108	53	72	62	45	40	63	7	40	17
ENSMUSG00000060523	Olfr726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060530	A930017M01Rik	14	54	51	81	87	103	142	75	74	85	62	41	99	7	39	16
ENSMUSG00000060534	Dcc	168	706	396	570	602	896	1030	562	745	781	666	742	889	66	639.999	91
ENSMUSG00000060538	Tmem219	10	56	39.999	58	30	114	114	118	89.001	83.001	87	53.999	72.999	13.007	58.999	16
ENSMUSG00000060548	Tnfrsf19	119	394	342	588	305	1012	835	641	584	794	577	507	888	61	371	108
ENSMUSG00000060550	H2-Q7	0	7	1	0	7.054	4	19	4.022	3.006	5	0	0	11.047	0	1.042	1
ENSMUSG00000060556	Olfr1418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060559	Gm10083	12	38	14	28	25	85	39	37	41	43	33	47	67	10.814	25	4.412
ENSMUSG00000060560	Ces4a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060565	Gm5591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060566	Rpl21-ps3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000060568	Fam78b	80	239	105.999	204.999	168	261	229	231	175	213	192.999	235.001	216	45	284	44
ENSMUSG00000060572	Mfap2	3	4	9	8	13	19	15	9	7	15	8	8	8	4	10	1
ENSMUSG00000060579	Fhit	7	19	11	26	10	22	57	27	19	27	10	28	32	0	23	11
ENSMUSG00000060583	Olfr881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060586	H2-Eb1	0	4	0	8	0	11	10	16	4	3	19	4	0	0	3	0
ENSMUSG00000060591	Ifitm2	4	7	8	14	0	31	51	15	18	11	9	3	29	4	8	8
ENSMUSG00000060594	Layn	2	10	10	30	1	17	39	39	8	13	16	14	15	4	10	1
ENSMUSG00000060600	Eno3	4	30	21	30	29	48	94	23	32	22	22	26	43	0	25	6
ENSMUSG00000060601	Nr1h2	31	138	79.999	194.999	144.999	287	292.001	213.999	202	221.999	237.999	140	235	23	165.001	35
ENSMUSG00000060613	Cyp2c70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060615	Ang4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060621	Nkpd1	5	6	3	5	3	10	16	4	15	8	8	9	11	0	5	2
ENSMUSG00000060630	Zfp735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060636	Rpl35a	286.873	898.372	623.184	1544.645	883.589	1988.733	2080.224	1418.559	1715.236	1487.643	1411.951	924.277	1330.585	135.648	780.375	371.735
ENSMUSG00000060639	Hist1h4i	24.46	48.522	10.229	78.501	37.529	138.975	143.161	86.367	102.344	101.815	94.613	35.05	85.811	7.198	44.039	8.157
ENSMUSG00000060647	Gm7099	2	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0
ENSMUSG00000060657	Marf1	582	2025	1355	2216	1694	3482	3370	2271	1861	2419	2407	1878	2647	316	1862	469
ENSMUSG00000060663	Olfr175-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060671	Atp8b2	253.001	751.999	569.001	1040.001	615.999	1527	1556.999	1050.001	976.999	930.001	880.999	876.003	1136.002	112	751	158
ENSMUSG00000060673	4930595M18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060675	Pla2g16	114	440	296	647	332	863.999	936	510	499	511	663	474	505.999	69	360	77
ENSMUSG00000060678	Hist1h4c	105.752	273.266	178.73	430.813	371.785	667.559	796.19	487.61	758.348	649.866	591.564	266.097	421.98	55.9	283.081	83.918
ENSMUSG00000060679	Mrps9	77	272.999	170.001	401.999	249	500.001	451	273.001	357.999	397.999	250	238.999	405.999	39.001	247.999	77.001
ENSMUSG00000060680	Gm8894	0	1.139	0	1.297	0	0	4.579	3.551	1.242	3.146	0	1.051	2.527	2.054	1.361	0
ENSMUSG00000060681	Slc9a6	346	1141	894	1315	949.999	1795	1791	1127	1218	1370	1254	1084	1410.001	181	1002	325
ENSMUSG00000060685	Gm14511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060688	Olfr292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060691	Krtap19-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060699	Vmn1r35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
