task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
186	b7/c1e663	15611252	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (Nac_oxy_8)	COMPLETED	0	2025-09-30 23:20:29.901	2m 12s	1m 53s	65.7%	360.6 MB	1 GB	2.6 GB	27.9 KB
114	80/b9f5e3	15610822	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN_IGENOMES (Nac_Sal_3)	COMPLETED	0	2025-09-30 22:41:27.199	41m 15s	16m 20s	928.9%	33.4 GB	35.2 GB	56.5 GB	5.2 GB
177	11/6b0fd8	15611242	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (Nac_oxy_8)	COMPLETED	0	2025-09-30 23:19:54.253	2m 58s	2m 8s	105.4%	603.4 MB	857.4 MB	3.5 GB	287 MB
194	4c/dc3ddd	15611267	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (Nac_Sal_8)	COMPLETED	0	2025-09-30 23:21:03.519	1m 59s	1m 51s	430.9%	4.9 GB	6.4 GB	4.2 GB	7.2 MB
180	14/56c493	15611243	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_REV (Nac_oxy_8)	COMPLETED	0	2025-09-30 23:19:55.479	3m 12s	2m 33s	72.7%	1.9 GB	4.5 GB	2.8 GB	442.5 MB
173	3c/1d5866	15611236	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (Nac_Sal_1)	COMPLETED	0	2025-09-30 23:19:49.641	3m 18s	3m 2s	438.6%	5.2 GB	6.4 GB	3.9 GB	7.2 MB
191	cc/e80f24	15611258	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (Nac_oxy_8)	COMPLETED	0	2025-09-30 23:20:36.215	2m 31s	1m 56s	86.4%	882 MB	1.5 GB	2.7 GB	1.7 KB
181	90/8e8c63	15611244	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_FW (Nac_oxy_8)	COMPLETED	0	2025-09-30 23:19:55.678	3m 22s	2m 36s	72.3%	1.9 GB	4.5 GB	2.8 GB	434.6 MB
197	9e/35a3c8	15611288	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (Nac_oxy_3)	COMPLETED	0	2025-09-30 23:22:37.968	44.4s	39s	62.8%	27.8 MB	208.4 MB	3.2 GB	3.1 MB
200	11/8c07f0	15611294	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (Nac_oxy_8)	COMPLETED	0	2025-09-30 23:23:08.478	18.9s	6s	61.6%	7.6 MB	18.5 MB	221.3 MB	221.2 MB
172	b8/5d62bf	15611234	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (Nac_Sal_1)	COMPLETED	0	2025-09-30 23:19:48.691	3m 49s	1m 37s	436.4%	5 GB	5.8 GB	11.5 GB	9.5 GB
201	42/f2ffb4	15611295	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (Nac_oxy_8)	COMPLETED	0	2025-09-30 23:23:18.208	19.2s	5s	52.9%	7.7 MB	18.5 MB	217.4 MB	217.3 MB
174	08/1e0478	15611235	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (Nac_oxy_2)	COMPLETED	0	2025-09-30 23:19:49.567	3m 48s	1m 33s	462.3%	5.2 GB	6.1 GB	11.4 GB	9.9 GB
158	20/956682	15611119	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (Nac_Sal_5)	COMPLETED	0	2025-09-30 23:12:12.766	11m 30s	9m 37s	91.0%	20.8 GB	33.1 GB	5.1 GB	2.7 GB
190	fd/29f69f	15611250	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (Nac_oxy_8)	COMPLETED	0	2025-09-30 23:20:28.988	3m 18s	3m 4s	74.7%	5.9 GB	6.6 GB	2.6 GB	204.8 KB
203	cc/492250	15611299	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (Nac_oxy_8)	COMPLETED	0	2025-09-30 23:23:28.078	29.3s	20s	72.0%	42.4 MB	57.5 MB	663.8 MB	70.3 MB
199	d1/2e571a	15611291	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (Nac_Sal_3)	COMPLETED	0	2025-09-30 23:22:44.460	1m 23s	1m 12s	341.7%	4.5 GB	5.6 GB	2.8 GB	7.1 MB
205	8b/cfd1d1	15611305	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (Nac_oxy_8)	COMPLETED	0	2025-09-30 23:23:39.243	28.2s	21s	65.1%	52.8 MB	67.7 MB	652 MB	69.2 MB
183	46/984b48	15611247	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (Nac_oxy_7)	COMPLETED	0	2025-09-30 23:19:58.307	4m 14s	1m 52s	349.9%	5.2 GB	6.1 GB	11.3 GB	9.7 GB
204	41/993355	15611302	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (Nac_Sal_1)	COMPLETED	0	2025-09-30 23:23:38.201	44.2s	35s	58.0%	23.1 MB	208.4 MB	2.5 GB	2.8 MB
206	53/c70026	15611308	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (Nac_oxy_2)	COMPLETED	0	2025-09-30 23:23:40.513	47s	39s	54.4%	31 MB	208.4 MB	2.8 GB	3 MB
214	0f/e3cfdb	15611317	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (Nac_oxy_7)	COMPLETED	0	2025-09-30 23:24:13.417	44.2s	35s	59.4%	26.2 MB	208.4 MB	2.6 GB	3 MB
193	e5/f48839	15611266	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (Nac_Sal_8)	COMPLETED	0	2025-09-30 23:21:03.239	4m 9s	1m 34s	464.2%	5.1 GB	6.1 GB	12.2 GB	10.2 GB
213	13/ce4712	15611314	NFCORE_RNASEQ:RNASEQ:SUBREAD_FEATURECOUNTS (Nac_Sal_5)	COMPLETED	0	2025-09-30 23:23:48.277	1m 29s	58s	90.9%	201.2 MB	807.6 MB	3.5 GB	15 MB
212	26/a39c19	15611309	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (Nac_Sal_5)	COMPLETED	0	2025-09-30 23:23:43.240	1m 34s	1m 23s	28.6%	25.5 MB	208.4 MB	2.7 GB	3.1 MB
226	58/40fb75	15611343	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (Nac_Sal_5)	COMPLETED	0	2025-09-30 23:25:25.448	7s	0ms	52.0%	9.9 MB	21.5 MB	16.8 MB	3.5 KB
218	7b/925ace	15611334	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (Nac_Sal_8)	COMPLETED	0	2025-09-30 23:25:14.745	37.7s	30s	71.4%	26.7 MB	208.4 MB	2.8 GB	2.7 MB
220	cb/20eeb0	15611339	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (Nac_Sal_5)	COMPLETED	0	2025-09-30 23:25:20.372	32.1s	4s	77.9%	59.9 MB	760.1 MB	53 MB	797 B
147	c7/585f86	15611082	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (Nac_Sal_4)	COMPLETED	0	2025-09-30 23:09:28.769	16m 34s	14m 1s	87.6%	22 GB	32.9 GB	6.8 GB	3.5 GB
198	5b/7245c7	15611290	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (Nac_Sal_3)	COMPLETED	0	2025-09-30 23:22:43.662	3m 59s	1m 35s	390.5%	5.1 GB	5.9 GB	8.2 GB	6.8 GB
225	3a/180046	15611340	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (Nac_Sal_5)	COMPLETED	0	2025-09-30 23:25:22.200	1m 25s	51s	63.9%	672.5 MB	1.4 GB	218.8 MB	40.9 MB
234	28/2ac671	15611361	NFCORE_RNASEQ:RNASEQ:SUBREAD_FEATURECOUNTS (Nac_Sal_4)	COMPLETED	0	2025-09-30 23:26:04.734	57.7s	51s	128.3%	199.3 MB	855.6 MB	4.4 GB	15 MB
235	a5/63533b	15611369	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (Nac_Sal_3)	COMPLETED	0	2025-09-30 23:26:43.684	23.8s	16s	93.7%	24.4 MB	208.4 MB	2 GB	2.3 MB
236	01/4f9d41	15611378	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (Nac_Sal_4)	COMPLETED	0	2025-09-30 23:27:04.015	8.6s	0ms	34.5%	11.9 MB	23.5 MB	16.8 MB	3.5 KB
229	ec/9f0774	15611360	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (Nac_Sal_4)	COMPLETED	0	2025-09-30 23:26:04.668	1m 13s	1m 3s	53.8%	29.8 MB	208.4 MB	3.5 GB	3 MB
207	0d/cd3a17	15611312	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (Nac_Sal_5)	COMPLETED	0	2025-09-30 23:23:46.548	4m 21s	4m 9s	46.0%	625 MB	972.2 MB	3.6 GB	280.7 MB
179	a9/948ecd	15611246	NFCORE_RNASEQ:RNASEQ:DUPRADAR (Nac_oxy_8)	COMPLETED	0	2025-09-30 23:19:56.780	8m 16s	7m 30s	52.3%	385.2 MB	856 MB	17.1 GB	2.8 GB
243	73/7fddbb	15611390	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (Nac_Sal_4)	COMPLETED	0	2025-09-30 23:27:25.329	52.1s	3s	83.7%	59.6 MB	760.1 MB	53 MB	810 B
211	1e/b03764	15611310	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_REV (Nac_Sal_5)	COMPLETED	0	2025-09-30 23:23:44.996	4m 37s	4m 22s	52.3%	2.3 GB	4.5 GB	3 GB	754.9 MB
210	31/5eb59e	15611311	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_FW (Nac_Sal_5)	COMPLETED	0	2025-09-30 23:23:45.648	4m 37s	4m 18s	50.6%	2.3 GB	4.5 GB	3 GB	738.4 MB
223	22/a838f9	15611338	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (Nac_Sal_5)	COMPLETED	0	2025-09-30 23:25:20.333	3m 7s	2m 48s	85.3%	882 MB	1.5 GB	2.8 GB	1.7 KB
224	dd/bc993b	15611337	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (Nac_Sal_5)	COMPLETED	0	2025-09-30 23:25:19.279	3m 23s	3m 4s	48.4%	45.6 MB	745.8 MB	2.7 GB	1.3 KB
239	ea/f07c30	15611386	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (Nac_Sal_4)	COMPLETED	0	2025-09-30 23:27:22.205	1m 25s	53s	68.9%	672.1 MB	1.4 GB	239.8 MB	42.4 MB
221	f8/cd08ef	15611335	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (Nac_Sal_5)	COMPLETED	0	2025-09-30 23:25:18.608	3m 29s	3m 14s	75.0%	8.2 GB	8.8 GB	2.7 GB	183.2 KB
245	b7/c74fef	15611402	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (Nac_Sal_5)	COMPLETED	0	2025-09-30 23:28:22.700	39.8s	8s	59.5%	7.8 MB	18.5 MB	377.5 MB	377.4 MB
246	29/36f7b5	15611404	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (Nac_Sal_5)	COMPLETED	0	2025-09-30 23:28:23.576	38.9s	8s	61.8%	7.7 MB	18.5 MB	369.3 MB	369.2 MB
222	ce/a23f0d	15611341	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (Nac_Sal_5)	COMPLETED	0	2025-09-30 23:25:24.448	3m 53s	3m 24s	45.1%	439.4 MB	1.1 GB	2.7 GB	27.9 KB
112	50/c973d1	15610821	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN_IGENOMES (Nac_oxy_1)	COMPLETED	0	2025-09-30 22:41:22.772	47m 55s	23m 32s	1012.0%	33.4 GB	35.1 GB	53.1 GB	2.1 GB
219	47/ef6bd6	15611342	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (Nac_Sal_5)	COMPLETED	0	2025-09-30 23:25:25.026	3m 57s	3m 21s	43.7%	104.9 MB	816.2 MB	2.7 GB	45 MB
247	fa/15622f	15611407	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (Nac_Sal_5)	COMPLETED	0	2025-09-30 23:29:02.609	34.8s	27s	80.4%	74.3 MB	89.4 MB	1.1 GB	106.5 MB
248	4c/061eb8	15611408	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (Nac_Sal_5)	COMPLETED	0	2025-09-30 23:29:03.525	43.9s	27s	78.4%	73.1 MB	88.1 MB	1.1 GB	104.5 MB
162	3a/aa008d	15611143	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (Nac_oxy_4)	COMPLETED	0	2025-09-30 23:13:43.492	16m 4s	14m 8s	73.8%	20.7 GB	33.1 GB	5.6 GB	2.9 GB
240	a9/f8a1d3	15611384	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (Nac_Sal_4)	COMPLETED	0	2025-09-30 23:27:20.295	2m 37s	2m 16s	75.8%	45.4 MB	745.8 MB	3.6 GB	1.3 KB
231	0f/a7c742	15611362	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (Nac_Sal_4)	COMPLETED	0	2025-09-30 23:26:05.459	4m 2s	3m 46s	98.9%	681.5 MB	1004.7 MB	4.5 GB	287.2 MB
249	34/a4ff4e	15611415	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (Nac_oxy_1)	COMPLETED	0	2025-09-30 23:29:18.920	1m 4s	30s	455.3%	5.2 GB	6.1 GB	3.7 GB	3.2 GB
250	13/730bd1	15611416	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (Nac_oxy_1)	COMPLETED	0	2025-09-30 23:29:19.546	1m 8s	54s	251.6%	3.9 GB	5 GB	1.6 GB	7.1 MB
241	ce/a61d6a	15611385	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (Nac_Sal_4)	COMPLETED	0	2025-09-30 23:27:20.982	3m 11s	2m 37s	66.0%	115.5 MB	826.7 MB	3.6 GB	55.1 MB
255	d4/97a0b4	15611425	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (Nac_oxy_4)	COMPLETED	0	2025-09-30 23:29:48.872	53.6s	41s	51.0%	28.5 MB	208.4 MB	2.9 GB	3 MB
258	4b/614cc5	15611437	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (Nac_oxy_1)	COMPLETED	0	2025-09-30 23:30:23.002	19.5s	13s	66.1%	18.5 MB	208.4 MB	972.8 MB	2.7 MB
257	f7/a28ae0	15611430	NFCORE_RNASEQ:RNASEQ:SUBREAD_FEATURECOUNTS (Nac_oxy_4)	COMPLETED	0	2025-09-30 23:29:51.604	55.9s	29s	198.1%	188.9 MB	855.6 MB	3.7 GB	15 MB
273	12/27b093	15611443	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (Nac_Sal_4)	COMPLETED	0	2025-09-30 23:30:45.286	12.2s	2s	1.6%	9.5 MB	14 MB	3.1 MB	5.4 KB
291	c2/1b931b	15611448	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (Nac_oxy_3)	COMPLETED	0	2025-09-30 23:30:48.002	19.7s	1s	5.3%	3.1 MB	4.3 MB	3.3 MB	5.4 KB
269	4e/86d1da	15611450	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (Nac_oxy_6)	COMPLETED	0	2025-09-30 23:30:48.771	19.2s	1s	3.4%	3 MB	4.3 MB	2.9 MB	5.4 KB
230	84/8bc514	15611359	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_REV (Nac_Sal_4)	COMPLETED	0	2025-09-30 23:26:04.297	5m 13s	4m 57s	52.1%	2.2 GB	4.5 GB	3.9 GB	732.7 MB
271	fc/09e4fe	15611457	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (Nac_oxy_8)	COMPLETED	0	2025-09-30 23:30:56.102	21.4s	2s	1.8%	9.5 MB	14 MB	3.1 MB	5.4 KB
292	43/44ee83	15611459	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (Nac_Sal_1)	COMPLETED	0	2025-09-30 23:31:00.315	17.2s	2s	3.2%	3 MB	4.3 MB	3 MB	5.4 KB
208	90/f26bdf	15611315	NFCORE_RNASEQ:RNASEQ:DUPRADAR (Nac_Sal_5)	COMPLETED	0	2025-09-30 23:23:49.144	7m 33s	7m 26s	49.6%	358.1 MB	735.4 MB	15.1 GB	957.8 MB
290	39/e007ca	15611461	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (Nac_oxy_5)	COMPLETED	0	2025-09-30 23:31:01.948	20.6s	1s	4.8%	4.9 MB	10.3 MB	2.8 MB	5.4 KB
309	2b/4217f5	15611464	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (Nac_oxy_1)	COMPLETED	0	2025-09-30 23:31:03.020	19.6s	0ms	14.2%	3.1 MB	4.3 MB	2.9 MB	5.4 KB
283	2c/080e76	15611462	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (Nac_Sal_7)	COMPLETED	0	2025-09-30 23:31:02.697	19.9s	1s	3.8%	4.8 MB	10.5 MB	2.4 MB	5.4 KB
307	dc/523cd0	15611466	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (Nac_Sal_3)	COMPLETED	0	2025-09-30 23:31:04.427	18.2s	1s	3.7%	4.8 MB	10.5 MB	2.5 MB	5.4 KB
277	24/3c9a1f	15611469	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (Nac_Sal_6)	COMPLETED	0	2025-09-30 23:31:06.718	20.8s	1s	4.2%	4.9 MB	10.5 MB	3.3 MB	5.4 KB
278	ba/215d73	15611476	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (Nac_oxy_4)	COMPLETED	0	2025-09-30 23:31:10.482	17.1s	1s	4.5%	3 MB	4.3 MB	3.2 MB	5.4 KB
287	23/262c2a	15611480	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (Nac_Sal_2)	COMPLETED	0	2025-09-30 23:31:12.254	15.4s	1s	5.1%	3 MB	4.3 MB	3 MB	5.4 KB
300	7d/f4cd9f	15611474	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (Nac_oxy_7)	COMPLETED	0	2025-09-30 23:31:09.238	23.4s	1s	5.9%	3 MB	4.3 MB	3.2 MB	5.4 KB
276	44/afbd8e	15611487	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (Nac_Sal_5)	COMPLETED	0	2025-09-30 23:31:15.492	17.2s	1s	2.7%	3.1 MB	4.3 MB	3.2 MB	5.4 KB
295	10/ab5462	15611492	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (Nac_oxy_2)	COMPLETED	0	2025-09-30 23:31:17.507	20.1s	2s	2.6%	8 MB	12.6 MB	3.2 MB	5.4 KB
259	a4/0d3d73	15611439	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:CUSTOM_TX2GENE (null)	COMPLETED	0	2025-09-30 23:30:28.133	1m 14s	1m 3s	58.1%	40.5 MB	44 MB	1.7 GB	4.7 MB
233	04/7b380b	15611363	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_FW (Nac_Sal_4)	COMPLETED	0	2025-09-30 23:26:05.993	5m 42s	5m 10s	51.6%	2.2 GB	4.5 GB	3.9 GB	719.4 MB
311	48/2c59c0	15611478	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (Nac_oxy_1)	COMPLETED	0	2025-09-30 23:31:11.444	41.1s	23s	32.1%	7 MB	208.4 MB	972.8 MB	5.4 KB
242	4b/d52afa	15611389	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (Nac_Sal_4)	COMPLETED	0	2025-09-30 23:27:24.744	4m 33s	3m 51s	80.8%	10.3 GB	11 GB	3.6 GB	342.4 KB
268	94/9e5ed0	15611445	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (Nac_oxy_6)	COMPLETED	0	2025-09-30 23:30:46.900	1m 11s	59s	32.5%	7 MB	208.4 MB	2.3 GB	5.4 KB
264	76/e991eb	15611493	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (Nac_oxy_4)	COMPLETED	0	2025-09-30 23:31:18.083	39.7s	10s	38.8%	59.9 MB	760.1 MB	54.4 MB	797 B
304	18/017fcc	15611510	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (Nac_Sal_8)	COMPLETED	0	2025-09-30 23:31:30.502	37s	1s	3.8%	4.8 MB	10.5 MB	2.9 MB	5.4 KB
282	07/7105c8	15611444	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (Nac_Sal_6)	COMPLETED	0	2025-09-30 23:30:45.529	1m 27s	1m 17s	32.9%	7 MB	208.4 MB	3.3 GB	5.4 KB
294	50/2d22ff	15611452	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (Nac_Sal_2)	COMPLETED	0	2025-09-30 23:30:51.353	1m 21s	58s	39.0%	6.9 MB	208.4 MB	1.9 GB	5.4 KB
281	11/aa424c	15611458	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (Nac_Sal_5)	COMPLETED	0	2025-09-30 23:30:58.667	1m 19s	1m 4s	30.6%	7 MB	208.4 MB	2.6 GB	5.4 KB
310	4e/5ab194	15611467	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (Nac_Sal_3)	COMPLETED	0	2025-09-30 23:31:05.509	1m 12s	56s	30.1%	7 MB	208.4 MB	2 GB	5.4 KB
316	3e/360c86	15611517	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (Nac_oxy_4)	COMPLETED	0	2025-09-30 23:31:35.249	42.3s	1s	32.0%	6.3 MB	19.1 MB	16.8 MB	3.5 KB
298	6a/8b8e9d	15611451	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (Nac_Sal_1)	COMPLETED	0	2025-09-30 23:30:49.938	1m 33s	1m 17s	27.0%	7 MB	208.4 MB	2.5 GB	5.4 KB
302	51/b7aa9d	15611455	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (Nac_oxy_2)	COMPLETED	0	2025-09-30 23:30:54.179	1m 33s	1m 11s	30.4%	7 MB	208.4 MB	2.8 GB	5.4 KB
