Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
Nac_oxy_2_1 - polya	(1, 0.037544457379311134)	(2, 0.04120363459794065)	(3, 0.04421325373042292)	(4, 0.04730515022048383)	(5, 0.04976481017336142)	(6, 0.0519213430193703)	(7, 0.0546148438832609)	(8, 0.05958179804866688)	(9, 0.06624626401253768)	(10, 0.0749633335286338)	(12, 0.0822405492871035)	(14, 0.08938785342834377)	(16, 0.09647020176096929)	(18, 0.10322344066328022)	(20, 0.1101498950552304)	(22, 0.11685549969789054)	(24, 0.12345284465952612)	(26, 0.12979253158032328)	(28, 0.1355779289342748)	(30, 0.14180069539956547)	(32, 0.14837855361861665)	(34, 0.15480917867147442)	(36, 0.16148230540982722)	(38, 0.16877684271726084)	(40, 0.1756145241707709)	(42, 0.18186327295950744)	(44, 0.1878543637074056)	(46, 0.19370904725721283)	(48, 0.19979757171803308)	(50, 0.20555915194215918)	(52, 0.21105874373820593)	(54, 0.21628119075082983)	(56, 0.22158591512103237)	(58, 0.2271093240469045)	(60, 0.23233610144676936)	(62, 0.23820810654554053)	(64, 0.2555837853499795)	(66, 0.27660781540494556)	(68, 0.28397813448909637)	(70, 0.29012295398404936)	(72, 0.29511372527928076)	(74, 0.29993777666573435)	(76, 0.304387249555843)	(78, 0.3090250942909344)	(80, 0.31392276226048466)	(82, 0.3189719937834693)	(84, 0.3235795258078738)	(86, 0.3278298008848973)	(88, 0.3323702119070666)	(90, 0.33709899477421856)	(92, 0.34156578921329117)	(94, 0.3459503062947851)	(96, 0.3501074780461275)	(98, 0.3544465260615912)	(100, 0.35863834091086144)	(102, 0.3624685684255098)	(104, 0.36663223575771364)	(106, 0.3707049649578569)	(108, 0.37485131074109684)	(110, 0.37898899574985484)	(112, 0.38303790782017266)	(114, 0.386872465722062)	(116, 0.3907286755601561)	(118, 0.39413235993156776)	(120, 0.3976096608860761)	(122, 0.4010479883554155)	(124, 0.4046400445718098)	(126, 0.4085785317674826)	(128, 0.4124563935417817)	(130, 0.41626280392660464)	(132, 0.4202316038329643)	(134, 0.42419823854570354)	(136, 0.42777946879399537)	(138, 0.4316248526639871)
Nac_oxy_2_2 - illumina_universal_adapter	(1, 5.196464689178011e-05)	(2, 5.196464689178011e-05)	(3, 5.196464689178011e-05)	(4, 9.959890654257856e-05)	(5, 0.00010392929378356022)	(6, 0.0001299116172294503)	(7, 0.00013424200447043197)	(8, 0.00016022432791632201)	(9, 0.00017321548963926704)	(10, 0.00019486742584417545)	(12, 0.0002598232344589006)	(14, 0.0004287083368571859)	(16, 0.0006777056032136323)	(18, 0.0009331984504315512)	(20, 0.0012601426871256677)	(22, 0.0016282256026091103)	(24, 0.0021976715247982006)	(26, 0.003089731296440426)	(28, 0.004901998356791257)	(30, 0.007597664414302352)	(32, 0.01121353776052205)	(34, 0.01607656263214447)	(36, 0.02219539980365158)	(38, 0.03143644617590648)	(40, 0.04568991577959766)	(42, 0.0664757745363097)	(44, 0.09147293488487643)	(46, 0.12201948648276119)	(48, 0.16948269583754083)	(50, 0.2432508424876637)	(52, 0.34042906256253347)	(54, 0.45616299196500976)	(56, 0.5902729196245917)	(58, 0.7588462341415265)	(60, 0.9828788180537136)	(62, 1.2658306507666972)	(64, 1.589657008647307)	(66, 1.9584003081849992)	(68, 2.362091997951034)	(70, 2.812315863815037)	(72, 3.317401405635038)	(74, 3.889053660123408)	(76, 4.497864967526643)	(78, 5.131980892772553)	(80, 5.801748896173466)	(82, 6.521654123050465)	(84, 7.298425995176035)	(86, 8.10653687976459)	(88, 8.931064262383707)	(90, 9.772664196700392)	(92, 10.705758717838158)	(94, 11.720901086030807)	(96, 12.747778803646515)	(98, 13.795970687262335)	(100, 14.856387254059445)	(102, 15.933722643807073)	(104, 17.053638731295273)	(106, 18.191673158999738)	(108, 19.3310067028765)	(110, 20.460737613046383)	(112, 21.59719794498875)	(114, 22.795476719989757)	(116, 24.01624752632042)	(118, 25.24631350886385)	(120, 26.418742037229812)	(122, 27.585744590382824)	(124, 28.81498996454409)	(126, 30.045027799570452)	(128, 31.239948359266073)	(130, 32.380884146422)	(132, 33.50751666452096)	(134, 34.65850761085044)	(136, 35.8224399194496)	(138, 36.959337620503305)
Nac_oxy_2_2 - polya	(1, 0.023371099939578106)	(2, 0.02753693246540248)	(3, 0.03016980790791934)	(4, 0.032434600434952755)	(5, 0.03468640180026323)	(6, 0.03654413792664436)	(7, 0.03878727851747287)	(8, 0.04263699277470558)	(9, 0.04732247176944776)	(10, 0.054575870398092065)	(12, 0.06445564888839175)	(14, 0.0723651011840448)	(16, 0.08000606947075696)	(18, 0.08602097734848052)	(20, 0.09510179939281908)	(22, 0.10218198253182412)	(24, 0.11136240348270528)	(26, 0.1212573383283484)	(28, 0.12831370433752803)	(30, 0.13459493103057196)	(32, 0.14223589931728414)	(34, 0.15169346505158812)	(36, 0.1597328289644706)	(38, 0.17037259041556257)	(40, 0.17868043833738595)	(42, 0.1849768213857733)	(44, 0.19061498557353143)	(46, 0.19744400625255953)	(48, 0.20764856378593283)	(50, 0.22186955548531667)	(52, 0.23210659092299735)	(54, 0.23830554025846262)	(56, 0.24437674317031893)	(58, 0.2511104953300454)	(60, 0.2613150528634188)	(62, 0.2749297903490652)	(64, 0.28729737630930885)	(66, 0.3423019550442581)	(68, 0.44188354003787267)	(70, 0.5122133592186562)	(72, 0.519455931879198)	(74, 0.5254232054972707)	(76, 0.5308838238081486)	(78, 0.537052460432927)	(80, 0.5436238230711168)	(82, 0.5483720926808531)	(84, 0.5529752943180166)	(86, 0.5574529147251917)	(88, 0.5622250014647535)	(90, 0.5666723091612417)	(92, 0.5711174516641093)	(94, 0.5755604289733566)	(96, 0.5800467101550135)	(98, 0.5845503128856345)	(100, 0.5890972194886652)	(102, 0.5933301730167249)	(104, 0.5975869436746098)	(106, 0.6015470828064876)	(108, 0.6049680887268631)	(110, 0.6082093835767379)	(112, 0.6116000767864265)	(114, 0.615042734643007)	(116, 0.6183836283994244)	(118, 0.6216682271217089)	(120, 0.6249138523588247)	(122, 0.6284322919921224)	(124, 0.6317558641995757)	(126, 0.6350188109856555)	(128, 0.6381648373162286)	(130, 0.6413346807766273)	(132, 0.6446279402733939)	(134, 0.6479471820936062)	(136, 0.6510174266474622)	(138, 0.6540465325225289)
Nac_oxy_3_1 - illumina_universal_adapter	(1, 4.283541856864849e-05)	(2, 6.853666970983759e-05)	(3, 8.138729528043213e-05)	(4, 0.00013707333941967518)	(5, 0.00016277459056086426)	(6, 0.00041978710197275524)	(7, 0.0004369212694002146)	(8, 0.0004669060623982686)	(9, 0.0005011743972531873)	(10, 0.0005590022123208628)	(12, 0.000625397111102268)	(14, 0.0007860299307346998)	(16, 0.000993781710792645)	(18, 0.0012807790152025897)	(20, 0.0016020446544674537)	(22, 0.0019789963378715604)	(24, 0.0022916948934226943)	(26, 0.0026836389733258283)	(28, 0.0030841501369426915)	(30, 0.0034825195296311223)	(32, 0.004009395178025499)	(34, 0.004827551672686685)	(36, 0.005694968898701818)	(38, 0.006913636556979867)	(40, 0.008766268410073913)	(42, 0.011477750405469363)	(44, 0.014900300349104379)	(46, 0.019010358760766198)	(48, 0.025617722074980233)	(50, 0.035823260548960734)	(52, 0.049453490737504685)	(54, 0.06588729907136667)	(56, 0.08587430537549806)	(58, 0.11211099924879527)	(60, 0.14907582370261047)	(62, 0.196839457177582)	(64, 0.25450021411283974)	(66, 0.32261709672070454)	(68, 0.40085813050726943)	(70, 0.49280221469394503)	(72, 0.6008674086589314)	(74, 0.7269149113390365)	(76, 0.8659179863652293)	(78, 1.0190053470167937)	(80, 1.189145487800537)	(82, 1.3814251146714864)	(84, 1.6038073319415536)	(86, 1.8416681277114018)	(88, 2.095035345003101)	(90, 2.3683188901582923)	(92, 2.6802249904659066)	(94, 3.0310128002082832)	(96, 3.3988448229991244)	(98, 3.79186621367926)	(100, 4.2115098169998095)	(102, 4.654725751158687)	(104, 5.133591462421323)	(106, 5.6388502168350305)	(108, 6.164565025386197)	(110, 6.708129352854918)	(112, 7.273648974111001)	(114, 7.893871566650176)	(116, 8.545993695397424)	(118, 9.228830961029322)	(120, 9.911034262466401)	(122, 10.61797287635595)	(124, 11.382370920713482)	(126, 12.176959368078197)	(128, 12.978763441700803)	(130, 13.786716539658936)	(132, 14.614498152872498)	(134, 15.479229598143377)	(136, 16.3866079861412)	(138, 17.296378732266085)
Nac_oxy_3_1 - polya	(1, 0.04466020739967292)	(2, 0.049072255512243715)	(3, 0.052563342125588566)	(4, 0.056354276668913954)	(5, 0.059648320356843025)	(6, 0.062346951726667876)	(7, 0.06625782544198548)	(8, 0.07199348798832753)	(9, 0.08022645543722176)	(10, 0.09048553818441307)	(12, 0.09807597435477759)	(14, 0.10624468867581885)	(16, 0.11481177238954855)	(18, 0.12337457256142138)	(20, 0.13159683115567347)	(22, 0.13961562151172446)	(24, 0.14790427500475795)	(26, 0.1556681946203255)	(28, 0.16286668671078686)	(30, 0.17051280892529064)	(32, 0.17813965520143848)	(34, 0.1855116307371029)	(36, 0.19338478067002046)	(38, 0.20243376284264747)	(40, 0.21111864395744095)	(42, 0.21928735827848223)	(44, 0.22670431100364372)	(46, 0.23384283350810897)	(48, 0.24127263685884107)	(50, 0.24869173135493097)	(52, 0.25587094750703643)	(54, 0.262827419482585)	(56, 0.2693855220654451)	(58, 0.27676178114296635)	(60, 0.283808207497509)	(62, 0.29083964145555263)	(64, 0.2987277837849693)	(66, 0.30685580445837035)	(68, 0.3146390000122937)	(70, 0.3221180640943798)	(72, 0.3292351688895607)	(74, 0.33590036001884244)	(76, 0.3425227157295555)	(78, 0.34958841802245405)	(80, 0.3564656444736506)	(82, 0.36346281009683934)	(84, 0.3702393733143995)	(86, 0.37662613422298497)	(88, 0.383075006488495)	(90, 0.3899779341908327)	(92, 0.39697509981402146)	(94, 0.404105055234773)	(96, 0.41057534520956734)	(98, 0.41683145809151845)	(100, 0.42367869974971695)	(102, 0.43008045305480147)	(104, 0.4366963834527292)	(106, 0.443629295948065)	(108, 0.449983930292724)	(110, 0.4561907824433211)	(112, 0.46259681929026253)	(114, 0.46881223852457343)	(116, 0.47472352628704695)	(118, 0.4802942724718996)	(120, 0.4861284564809496)	(122, 0.4919540734062857)	(124, 0.4978567940850455)	(126, 0.5036524262173836)	(128, 0.5091096585430295)	(130, 0.5148517464021568)	(132, 0.5205295811334312)	(134, 0.52598252991722)	(136, 0.5313155395290169)	(138, 0.5367663465418774)
Nac_oxy_3_2 - illumina_universal_adapter	(1, 2.1417709284324245e-05)	(2, 2.5701251141189096e-05)	(3, 2.9984792998053944e-05)	(4, 6.853666970983759e-05)	(5, 8.567083713729698e-05)	(6, 0.00011137208827848607)	(7, 0.00012422271384908063)	(8, 0.00014135688127654003)	(9, 0.0001756252161314588)	(10, 0.00021846063470010732)	(12, 0.0002955643881236746)	(14, 0.00046476429146983617)	(16, 0.0006639489878140516)	(18, 0.0009702222305798884)	(20, 0.0013278979756281032)	(22, 0.0017583939322430206)	(24, 0.002169613950502046)	(26, 0.0026043934489738286)	(28, 0.0031055678462270156)	(30, 0.003673137142261608)	(32, 0.0043220937335766325)	(34, 0.00523020460723198)	(36, 0.006213277463382464)	(38, 0.007554026064581162)	(40, 0.009560865424522343)	(42, 0.012555061182470873)	(44, 0.01611254269459713)	(46, 0.020359674445678627)	(48, 0.027076268077242713)	(50, 0.037320358427935005)	(52, 0.0509141785106956)	(54, 0.06732442736434482)	(56, 0.08726431470805071)	(58, 0.11351171743599006)	(60, 0.14982115998570494)	(62, 0.1964924902871759)	(64, 0.252604746841177)	(66, 0.31865910404496145)	(68, 0.3948654554495155)	(70, 0.4843614954649928)	(72, 0.5895759923242356)	(74, 0.7121538261002802)	(76, 0.8477621942049076)	(78, 0.9967587723831661)	(80, 1.1615252099074724)	(82, 1.3472510177374186)	(84, 1.5610704348356128)	(86, 1.7903898481428726)	(88, 2.0342476025123313)	(90, 2.2967473310428663)	(92, 2.5952073934617816)	(94, 2.9313133634897537)	(96, 3.284167982178067)	(98, 3.660055205430743)	(100, 4.060427153937258)	(102, 4.483229869377246)	(104, 4.940795668756621)	(106, 5.42270269473763)	(108, 5.922654140790683)	(110, 6.438399005669996)	(112, 6.975612982335916)	(114, 7.560376415383963)	(116, 8.16975093817063)	(118, 8.807403262525387)	(120, 9.44133533077746)	(122, 10.092378006976777)	(124, 10.79292557641588)	(126, 11.517977147047182)	(128, 12.248205378012504)	(130, 12.978718464511307)	(132, 13.720872076006138)	(134, 14.492911959036316)	(136, 15.300732267196889)	(138, 16.104652410496787)
Nac_oxy_3_2 - polya	(1, 0.027663113311633195)	(2, 0.032721976244590584)	(3, 0.036148809730082464)	(4, 0.03919012444845651)	(5, 0.04182021914857152)	(6, 0.04420186842098838)	(7, 0.047007588337234854)	(8, 0.052434835869882616)	(9, 0.05834612363235611)	(10, 0.06556817520303024)	(12, 0.07216697143353054)	(14, 0.07909774215793787)	(16, 0.08651041134124249)	(18, 0.09379243249791275)	(20, 0.10185834181438924)	(22, 0.10922389203726836)	(24, 0.1175553809488705)	(26, 0.12598967486503737)	(28, 0.1330789366381487)	(30, 0.1405237323853798)	(32, 0.14794496865239817)	(34, 0.15566605284939705)	(36, 0.1633592940243263)	(38, 0.17229904587960326)	(40, 0.17984878840232754)	(42, 0.18679669329416235)	(44, 0.1938345525649913)	(46, 0.20121509518436942)	(48, 0.20917177418349586)	(50, 0.2182635917746915)	(52, 0.22687565267791832)	(54, 0.23439969394950141)	(56, 0.24135188238319305)	(58, 0.24864032885264858)	(60, 0.2574451491394343)	(62, 0.26742151812407255)	(64, 0.2762563232038563)	(66, 0.30463907154744274)	(68, 0.34884736528121646)	(70, 0.37325284501070394)	(72, 0.3805669927313007)	(74, 0.38741423438949907)	(76, 0.3938266965492258)	(78, 0.4003548143390878)	(80, 0.40682296254295375)	(82, 0.4131261943853304)	(84, 0.4194658363334903)	(86, 0.4256598378585169)	(88, 0.4317810191719768)	(90, 0.438017856115572)	(92, 0.44384561481183665)	(94, 0.44994966195786906)	(96, 0.4562229090072476)	(98, 0.4626032446030478)	(100, 0.4685123905945929)	(102, 0.47412383042708584)	(104, 0.4799580144361357)	(106, 0.48567868458597874)	(108, 0.4914014965067502)	(110, 0.49665740236512335)	(112, 0.5018083614480033)	(114, 0.5072463178352933)	(116, 0.5127421020376509)	(118, 0.5180258509180937)	(120, 0.5234530984507415)	(122, 0.5291159407855168)	(124, 0.53408484933948)	(126, 0.5389916465365187)	(128, 0.543941279152126)	(130, 0.5485739296703254)	(132, 0.5532515573780218)	(134, 0.55796773696243)	(136, 0.5623647926785017)	(138, 0.5669331900688481)
Nac_oxy_4_1 - illumina_universal_adapter	(1, 2.7879352844016925e-05)	(2, 4.646558807336154e-05)	(3, 7.899149972471463e-05)	(4, 0.0001115174113760677)	(5, 0.00011616397018340386)	(6, 0.00028344008724750543)	(7, 0.00029737976366951387)	(8, 0.0003438453517428754)	(9, 0.0003438453517428754)	(10, 0.0003972807780272412)	(12, 0.0005366775422473258)	(14, 0.0008503202617425162)	(16, 0.0013753814069715018)	(18, 0.0017866018614207512)	(20, 0.002297723330227728)	(22, 0.00294824156325479)	(24, 0.0035430010905938177)	(26, 0.004202812441235552)	(28, 0.005018283511923047)	(30, 0.006012647096692984)	(32, 0.007144084166279338)	(34, 0.008826138454535025)	(36, 0.010589507521919096)	(38, 0.01313349846893564)	(40, 0.017271259086868485)	(42, 0.02323511731608444)	(44, 0.030864766877730408)	(46, 0.04096173916607187)	(48, 0.055898102452253934)	(50, 0.07986505278049383)	(52, 0.11390574260303848)	(54, 0.15700025226167763)	(56, 0.2073433936597612)	(58, 0.27290169187246704)	(60, 0.3588723229258005)	(62, 0.47183016753214246)	(64, 0.6009417738321885)	(66, 0.7425758561180055)	(68, 0.9068015073250908)	(70, 1.0986741834358265)	(72, 1.310898787122694)	(74, 1.5650330279723303)	(76, 1.8383877593285127)	(78, 2.1285537404496373)	(80, 2.443323250455607)	(82, 2.7936389353376976)	(84, 3.1990140188073184)	(86, 3.6245133484715124)	(88, 4.061640691551064)	(90, 4.521162124802574)	(92, 5.054510407664443)	(94, 5.6492652884446635)	(96, 6.257260538546388)	(98, 6.894666182619147)	(100, 7.569674103840274)	(102, 8.287330465074536)	(104, 9.048392655407529)	(106, 9.838914028579032)	(108, 10.632553242710259)	(110, 11.441932674801336)	(112, 12.274800461663496)	(114, 13.177952097045424)	(116, 14.126349598813789)	(118, 15.073355456219357)	(120, 16.004906859031724)	(122, 16.97153513428067)	(124, 17.988083714076232)	(126, 19.044490475321126)	(128, 20.11674897193725)	(130, 21.164304038654166)	(132, 22.224553504032727)	(134, 23.32633623531066)	(136, 24.45600528927082)	(138, 25.57099818723801)
Nac_oxy_4_1 - polya	(1, 0.08399119700140832)	(2, 0.08933009307103756)	(3, 0.09321926279277792)	(4, 0.0972896483080044)	(5, 0.10083032611919455)	(6, 0.1041526156664399)	(7, 0.10852502750414322)	(8, 0.11523465842193663)	(9, 0.12430938777266413)	(10, 0.13496627039728962)	(12, 0.1436785681610449)	(14, 0.15290895723181816)	(16, 0.16235541128713254)	(18, 0.17121872221212628)	(20, 0.18007274001950532)	(22, 0.18893605094449906)	(24, 0.19752289162045628)	(26, 0.2057217446360009)	(28, 0.21398332619544458)	(30, 0.2221473300199342)	(32, 0.2304135581381852)	(34, 0.23857059212446385)	(36, 0.2474385496082649)	(38, 0.25736359922073493)	(40, 0.26685884214352634)	(42, 0.2753434585257222)	(44, 0.28374443684938594)	(46, 0.2918596518063985)	(48, 0.3006067987612088)	(50, 0.30896828133501025)	(52, 0.3171206687624816)	(54, 0.3251011335140813)	(56, 0.33270755028169063)	(58, 0.3406090235335658)	(60, 0.3489124241222755)	(62, 0.3571043072996091)	(64, 0.36657167086955655)	(66, 0.3754977103384493)	(68, 0.38330857569358134)	(70, 0.3913424758714656)	(72, 0.39921374649109304)	(74, 0.40694329706709675)	(76, 0.4144637524967703)	(78, 0.4219888544852512)	(80, 0.42986012510487864)	(82, 0.437591998960286)	(84, 0.44537730824197774)	(86, 0.45244007762912863)	(88, 0.45946567454582093)	(90, 0.4666446079031553)	(92, 0.4742417315531499)	(94, 0.4816088505421814)	(96, 0.4883045417835528)	(98, 0.49520700489185066)	(100, 0.501693600986892)	(102, 0.5081244383762451)	(104, 0.5148805348821119)	(106, 0.5215971356381164)	(108, 0.5280790851743502)	(110, 0.5343867887553091)	(112, 0.5409825789823228)	(114, 0.5475295803418594)	(116, 0.5536003094236441)	(118, 0.5597477067257498)	(120, 0.5657696469400575)	(122, 0.5716475438313378)	(124, 0.5780667648236726)	(126, 0.5843117398607325)	(128, 0.5904033784571501)	(130, 0.5963765298039807)	(132, 0.6023845303418665)	(134, 0.6084575827030547)	(136, 0.6140892119775462)	(138, 0.6198695311338723)
Nac_oxy_4_2 - illumina_universal_adapter	(1, 1.3939676422008463e-05)	(2, 2.323279403668077e-05)	(3, 2.323279403668077e-05)	(4, 5.1112146880697696e-05)	(5, 5.575870568803385e-05)	(6, 6.969838211004232e-05)	(7, 9.293117614672308e-05)	(8, 0.00011616397018340386)	(9, 0.00012545708779807617)	(10, 0.00016959939646776963)	(12, 0.00026950041082549693)	(14, 0.0005599103362840066)	(16, 0.001019919658210286)	(18, 0.0014566961860998844)	(20, 0.0020026668459618823)	(22, 0.002690357549447633)	(24, 0.0033129964296306777)	(26, 0.0040123035301347695)	(28, 0.004853330674262613)	(30, 0.005949918552793946)	(32, 0.007227722224811388)	(34, 0.008921392910085417)	(36, 0.010726581006735512)	(38, 0.013235722762697036)	(40, 0.017357220424804205)	(42, 0.023218854360258764)	(44, 0.030827594407271716)	(46, 0.0407410276227234)	(48, 0.05561930892381377)	(50, 0.07930049588540247)	(52, 0.11268369763670907)	(54, 0.1543842396531474)	(56, 0.2036819053195803)	(58, 0.26742339903861767)	(60, 0.35121014745250323)	(62, 0.4604786243658202)	(64, 0.584762456065044)	(66, 0.7206719779002229)	(68, 0.8778116269261206)	(70, 1.0626238569291089)	(72, 1.2671584057898353)	(74, 1.5110098119988367)	(76, 1.77370533745099)	(78, 2.0512698510866185)	(80, 2.3525480775954875)	(82, 2.685450783347086)	(84, 3.0693912910384658)	(86, 3.47448990425905)	(88, 3.8895112438127004)	(90, 4.325260882205877)	(92, 4.82582072284378)	(94, 5.38520135142375)	(96, 5.959904007670911)	(98, 6.558125221321404)	(100, 7.192236455199762)	(102, 7.867537109625751)	(104, 8.580902373801436)	(106, 9.317574776954721)	(108, 10.050871455134478)	(110, 10.800417149463488)	(112, 11.573395439857894)	(114, 12.404713599357809)	(116, 13.27260017667146)	(118, 14.139945429884055)	(120, 14.989494362864553)	(122, 15.862499124704485)	(124, 16.77689078584136)	(126, 17.718513604868626)	(128, 18.668321337235017)	(130, 19.589187978069916)	(132, 20.51653192188224)	(134, 21.478783138734677)	(136, 22.461339817575173)	(138, 23.428999628879346)
Nac_oxy_4_2 - polya	(1, 0.03878947292364222)	(2, 0.044081903405198096)	(3, 0.04766904680446161)	(4, 0.05133982826225717)	(5, 0.05411847042904419)	(6, 0.05684135389014318)	(7, 0.060335566113259964)	(8, 0.06631568729830159)	(9, 0.07287662833426024)	(10, 0.08098022689425449)	(12, 0.0886865446762215)	(14, 0.09661589728094065)	(16, 0.10560466529373244)	(18, 0.11391038916184582)	(20, 0.12298744179197701)	(22, 0.1311537688958703)	(24, 0.14020991201136845)	(26, 0.14904534358351818)	(28, 0.15759733506842033)	(30, 0.16590770549534106)	(32, 0.1741065585108857)	(34, 0.18250753683454946)	(36, 0.19085043317312153)	(38, 0.19964869227481252)	(40, 0.20803340764265063)	(42, 0.2158837687476451)	(44, 0.2237341298526395)	(46, 0.2324162249841471)	(48, 0.2413817602029022)	(50, 0.2507004338910149)	(52, 0.2596543527127516)	(54, 0.26774168831692025)	(56, 0.2754433595400799)	(58, 0.2836027168057622)	(60, 0.293172304669471)	(62, 0.3033505917369408)	(64, 0.3133732190843649)	(66, 0.33743542386815517)	(68, 0.37196400236547017)	(70, 0.3904689228156864)	(72, 0.3981705940388461)	(74, 0.4057700409682443)	(76, 0.4132626170450739)	(78, 0.42075286984249977)	(80, 0.4277459408475407)	(82, 0.43500618898400345)	(84, 0.4419992599890443)	(86, 0.44900627067050725)	(88, 0.45561135401513564)	(90, 0.462244316712608)	(92, 0.4692211247618232)	(94, 0.476032979973378)	(96, 0.48251492950961195)	(98, 0.4891966810745613)	(100, 0.4956693374931806)	(102, 0.5022535113231759)	(104, 0.5087238444623916)	(106, 0.5148433624116533)	(108, 0.5208815655817867)	(110, 0.5263830912096725)	(112, 0.5318776469993476)	(114, 0.5377903930816827)	(116, 0.5437031391640181)	(118, 0.5491976949536931)	(120, 0.5551057944772211)	(122, 0.5608303549278592)	(124, 0.5663249107175341)	(126, 0.5716591602283561)	(128, 0.5768609828131689)	(130, 0.5818351240164222)	(132, 0.5863748119711897)	(134, 0.591439561071186)	(136, 0.5963045081424669)	(138, 0.6012205673606287)
Nac_oxy_5_1 - illumina_universal_adapter	(1, 0.00017019960927151163)	(2, 0.0001826532392182076)	(3, 0.00020756049911159954)	(4, 0.00030303832870293536)	(5, 0.0003362480085607913)	(6, 0.0006226814973347987)	(7, 0.0006517399672104226)	(8, 0.0006891008570505105)	(9, 0.0007347641668550624)	(10, 0.0008468468363753263)	(12, 0.0011415827451137976)	(14, 0.0016542571779194484)	(16, 0.0025799770039571825)	(18, 0.0033292704057500564)	(20, 0.003943649483120391)	(22, 0.00479464752947795)	(24, 0.005521109276368548)	(26, 0.006260024653205843)	(28, 0.007627848342351284)	(30, 0.009373432139879834)	(32, 0.011484322415844803)	(34, 0.014454513158131793)	(36, 0.017906244258357695)	(38, 0.022798445222418095)	(40, 0.030075516321270777)	(42, 0.040443163251895176)	(44, 0.05324549483709863)	(46, 0.06974240330648857)	(48, 0.0942345422016573)	(50, 0.1314771225572516)	(52, 0.1838736949529838)	(54, 0.24630789308575296)	(56, 0.3206145517677056)	(58, 0.4188446335772612)	(60, 0.558055460331411)	(62, 0.7336350377398954)	(64, 0.9458531944515591)	(66, 1.187702688016395)	(68, 1.4654663747425107)	(70, 1.7820148163326202)	(72, 2.1424000353350996)	(74, 2.542203068723863)	(76, 2.9911792599571543)	(78, 3.4719516440493527)	(80, 3.978121130812846)	(82, 4.509042207095398)	(84, 5.057512523577834)	(86, 5.640599780102105)	(88, 6.242039535957822)	(90, 6.852371183595481)	(92, 7.512874355078395)	(94, 8.189778957201108)	(96, 8.901487303814854)	(98, 9.61760631103472)	(100, 10.356405453992513)	(102, 11.075094060191383)	(104, 11.788000030885001)	(106, 12.527399023685227)	(108, 13.274089616819243)	(110, 14.055104489691342)	(112, 14.82951271187672)	(114, 15.614444251367056)	(116, 16.409203780490326)	(118, 17.26177928664113)	(120, 18.107098477742994)	(122, 18.93599548215515)	(124, 19.766160681216878)	(126, 20.60285988479064)	(128, 21.463096448963654)	(130, 22.340996411611066)	(132, 23.216806240032426)	(134, 24.11148539342802)	(136, 25.03358743996624)	(138, 25.95247644997821)
Nac_oxy_5_1 - polya	(1, 0.029760024362621144)	(2, 0.032391891491356226)	(3, 0.03413539968389366)	(4, 0.0364891357438192)	(5, 0.038440204435468237)	(6, 0.03983501098949819)	(7, 0.04192306961056088)	(8, 0.04525649122629317)	(9, 0.050213035945078165)	(10, 0.05684666949668489)	(12, 0.06124280086786856)	(14, 0.06576761974850143)	(16, 0.07054566243805045)	(18, 0.07524068092795483)	(20, 0.08002702603746832)	(22, 0.08484658082683966)	(24, 0.08943574346219713)	(26, 0.09397716718275893)	(28, 0.09827989632934239)	(30, 0.1025514914010591)	(32, 0.10683761570771363)	(34, 0.11097844766499004)	(36, 0.11552194699054297)	(38, 0.1209766369071958)	(40, 0.1260888520003145)	(42, 0.13096237251945486)	(44, 0.13494753410239757)	(46, 0.13907798803471838)	(48, 0.14336826355135515)	(50, 0.14754645639847166)	(52, 0.1515482228213433)	(54, 0.15568697917362861)	(56, 0.15966383833660686)	(58, 0.16368843641438074)	(60, 0.16789568773137287)	(62, 0.1722087949029119)	(64, 0.17842108064132212)	(66, 0.18521246017225362)	(68, 0.18960651593844619)	(70, 0.19384697693529618)	(72, 0.19778024839346098)	(74, 0.20151633737746977)	(76, 0.20506354630728701)	(78, 0.20879548408131357)	(80, 0.21264988254981598)	(82, 0.21627181325931338)	(84, 0.21998299498342877)	(86, 0.2235634135931039)	(88, 0.226930044888694)	(90, 0.23075330928232968)	(92, 0.234713563605379)	(94, 0.23841436730453883)	(96, 0.24202176877909842)	(98, 0.24556690210392454)	(100, 0.24902693562411493)	(102, 0.2523105427200604)	(104, 0.25580793713009087)	(106, 0.25929287791017464)	(108, 0.26247478036155547)	(110, 0.26567743886284745)	(112, 0.2690253897135175)	(114, 0.27240032342907217)	(116, 0.27575242548972445)	(118, 0.27901112532577654)	(120, 0.28241511751120685)	(122, 0.2859955361208819)	(124, 0.28936424302146313)	(126, 0.29291975437124484)	(128, 0.29642129999125755)	(130, 0.2999352992412169)	(132, 0.3035800616056166)	(134, 0.30762126452331945)	(136, 0.31157944324137765)	(138, 0.3154379929198623)
